lat,lon
35.149679999999996,-90.048919999999995
35.219619999999999,-80.019549999999995
43.648560000000003,-79.385329999999996
37.167929999999998,-95.845020000000005
34.31109,-94.029780000000002
38.899099999999997,-77.028999999999996
49.803879999999999,15.474909999999999
40.826239999999999,-74.479950000000002
37.837209999999999,-94.358680000000007
32.678280000000001,-83.222949999999997
40.79195,-73.945120000000003
40.731969999999997,-74.174180000000007
41.884149999999998,-87.632409999999993
27.940169999999998,-82.325469999999996
40.703800000000001,-73.831680000000006
30.08615,-94.101579999999998
29.424489999999999,-98.494619999999998
34.053489999999996,-118.24532000000001
42.331679999999999,-83.047920000000005
51.506320000000002,-0.12714
35.914630000000002,-79.056610000000006
34.36401,-89.518770000000004
32.778149999999997,-96.795400000000001
52.516069999999999,13.37698
-23.56287,-46.65466
34.053489999999996,-118.24532000000001
51.506320000000002,-0.12714
54.483029999999999,-3.53444
37.779159999999997,-122.42005
-37.817529999999998,144.96715
36.16778,-86.778360000000006
-24.9162,133.39311000000001
18.115259999999999,-77.273480000000006
41.504710000000003,-81.690740000000005
40.714550000000003,-74.00712
64.556529999999995,12.665380000000001
46.71067,1.7181900000000001
34.031419999999997,-93.502430000000004
35.822130000000001,-88.915989999999994
27.946529999999999,-82.459270000000004
33.520290000000003,-86.811499999999995
53.479599999999998,-2.2488100000000002
40.714550000000003,-74.00712
56.152999999999999,10.20452
31.84666,-91.656999999999996
36.16778,-86.778360000000006
37.779159999999997,-122.42005
18.015709999999999,-76.797309999999996
33.398470000000003,-91.037859999999995
37.779159999999997,-122.42005
40.994709999999998,-77.60454
40.714550000000003,-74.00712
35.494799999999998,-85.012349999999998
41.884149999999998,-87.632409999999993
38.899099999999997,-77.028999999999996
32.779420000000002,-91.561229999999995
42.312559999999998,-71.088679999999997
42.733829999999998,-84.593339999999998
40.714550000000003,-74.00712
42.99671,-85.590119999999999
30.267600000000002,-97.742980000000003
54.313920000000003,-2.2321800000000001
39.150930000000002,-123.2079
52.108199999999997,5.32986
35.309139999999999,-98.521019999999993
35.666930000000001,-80.469350000000006
50.456629999999997,4.8713699999999998
37.779159999999997,-122.42005
42.331679999999999,-83.047920000000005
47.603560000000002,-122.32944000000001
36.690939999999998,-6.1348700000000003
34.232939999999999,-102.4102
37.208970000000001,-93.291560000000004
29.78772,-95.823329999999999
34.011560000000003,-118.49229
52.883560000000003,-1.9740599999999999
38.437730000000002,-122.71241999999999
40.143230000000003,-74.726709999999997
37.167929999999998,-95.845020000000005
40.714550000000003,-74.00712
41.504710000000003,-81.690740000000005
42.179630000000003,-72.92483
51.506320000000002,-0.12714
30.38815,-96.087800000000001
33.748309999999996,-84.391109999999998
44.115589999999997,-120.51484000000001
51.506320000000002,-0.12714
54.595799999999997,-5.9349400000000001
44.410330000000002,8.9388900000000007
40.714550000000003,-74.00712
40.714550000000003,-74.00712
31.553789999999999,-90.107849999999999
52.802900000000001,-2.1063299999999998
43.072949999999999,-89.386690000000002
-23.56287,-46.65466
31.168900000000001,-100.07715
36.16778,-86.778360000000006
30.242159999999998,-89.605860000000007
51.275620000000004,0.17898
34.053489999999996,-118.24532000000001
33.450809999999997,-90.644999999999996
62.198450000000001,17.55142
34.053489999999996,-118.24532000000001
30.331379999999999,-81.655799999999999
43.648560000000003,-79.385329999999996
51.506320000000002,-0.12714
33.542430000000003,-90.537270000000007
18.015709999999999,-76.797309999999996
34.31109,-94.029780000000002
40.143230000000003,-74.726709999999997
40.143230000000003,-74.726709999999997
50.915520000000001,0.48882999999999999
43.041809999999998,-87.906840000000003
56.652859999999997,-3.9966699999999999
36.292900000000003,-95.152609999999996
34.053489999999996,-118.24532000000001
53.930630000000001,-1.2078800000000001
37.28848,-121.94486000000001
39.952269999999999,-75.162369999999996
40.860340000000001,-74.123739999999998
40.143230000000003,-74.726709999999997
36.731119999999997,-91.853070000000002
19.431899999999999,-99.132850000000005
56.461370000000002,-2.9676100000000001
46.208350000000003,6.1426999999999996
52.478589999999997,-1.9086000000000001
34.053489999999996,-118.24532000000001
42.786679999999997,-96.928030000000007
28.538229999999999,-81.377390000000005
40.714550000000003,-74.00712
37.779159999999997,-122.42005
40.994709999999998,-77.60454
39.499740000000003,-111.54732
51.506320000000002,-0.12714
37.779159999999997,-122.42005
36.16778,-86.778360000000006
56.276090000000003,9.5169499999999996
45.807259999999999,15.967599999999999
8.4177,-80.112780000000001
32.748629999999999,-97.329250000000002
40.790860000000002,-73.966440000000006
41.884149999999998,-87.632409999999993
-13.442,-41.995199999999997
40.777349999999998,-73.881370000000004
34.605150000000002,-98.389830000000003
34.053489999999996,-118.24532000000001
33.996040000000001,-117.75801
27.940169999999998,-82.325469999999996
35.149679999999996,-90.048919999999995
40.994709999999998,-77.60454
40.714550000000003,-74.00712
35.520690000000002,-84.36354
43.576070000000001,7.0181500000000003
34.053489999999996,-118.24532000000001
37.779159999999997,-122.42005
34.167879999999997,-111.9307
43.648560000000003,-79.385329999999996
48.884369999999997,2.2693400000000001
21.511019999999998,-77.806790000000007
40.714550000000003,-74.00712
38.254860000000001,-85.766400000000004
33.150489999999998,-96.834639999999993
40.655070000000002,-73.948880000000003
51.506320000000002,-0.12714
43.576070000000001,7.0181500000000003
51.481259999999999,-3.1806700000000001
43.648560000000003,-79.385329999999996
34.053489999999996,-118.24532000000001
34.053489999999996,-118.24532000000001
18.115259999999999,-77.273480000000006
43.576070000000001,7.0181500000000003
46.71067,1.7181900000000001
34.053489999999996,-118.24532000000001
33.996040000000001,-117.75801
62.198450000000001,17.55142
33.667099999999998,-117.76505
32.207030000000003,-90.149879999999996
27.9758,-81.541060000000002
37.085709999999999,-88.595830000000007
33.906979999999997,-88.955349999999996
42.230600000000003,14.39059
51.506320000000002,-0.12714
60.390700000000002,5.3327499999999999
40.714550000000003,-74.00712
25.716699999999999,-103.2833
34.301380000000002,-90.642080000000007
41.307110000000002,-72.924959999999999
35.472000000000001,-97.520330000000001
35.219619999999999,-80.019549999999995
36.16778,-86.778360000000006
